D03B,D03B1
UBUHINZI BW'IBISHYIMBO,113
 ,113
UBUHINZI BW'URUTOKI,122
GUKURA AMABUYE,899
UBUCURUZI BW'AMABUYE YO KUBAKISHA,4799
UBUHINZI BW'IBISHYIMBO,113
UBUCURUZI BW'IMBOGA,4711
UBUCURUZI BW'INZOGA,4630
UBUCURUZI BW'INYANYA,4711
UBUHINZI BW'IBISHEKE,114
UBUHINZI BW'INYANYA,113
UBUHINZI BW'IBISHYIMBO,113
GUKAMURA IGISHANGA BACAMO  IMIYOBORO,161
UBUHINZI BW'IBISHIMBO,113
UBUCUZI BW'AMABUYE YA  COLTA,899
UBUCURUZI BW'IBIJUMBA,4630
GUCURUZA AVOCAT,4630
UBUHINZI BW'IBISHYIMBO,113
UBUHINZI BW'IBISHEKE,114
UBUHINZI BW'IBISHEKE,114
KWIKORERA IMIZIGO,4922
 ,8521
UBWUBATSI BW'AMAZU,4100
UBUCURUZI BUDANDAZA,4711
GUTUNGANYA IMIHANDA,4210
GUTUNGANYA IMIHANDA,4210
IMIRIMO YO MURUGO,9700
IMIRIMO YO MURUGO,9700
KUBIKA NO KUGURIZA,6419
UBUREZI,8530
UBWUBATSI,4100
IMIRIMO YO MURUGO,9700
UBUCURUZI BWA RESTAURENT,5610
KUBAKA IMIHANDA,4210
UBUREZI,8610
UBUBAJI,1610
UBWUBATSI,4100
GARAGE GUKORA IBINYABIZIGA,4520
UBUREZI,8610
IMIRIMO YO MURUGO,9700
GUCUNGA IBIKORWA REMEZO BY'AMAZI MU CYAR,8010
UBUVUZI BW'ABANTU,8610
GUKORA AMASUKU MUMIHANDA NO KUKIBUGA,8121
UBUKORIKORI,9000
UBUKORIKORI,9000
 ,4630
UBUCURUZI BWA RESTORA,5610
BANK(SERVICES ZA BANK KUBITSA NO KUBIKUZ,6419
KOZA IMODOKA,4520
KURERA ABANA BATO,8510
AMASUKU,8121
KURINDA UMUTEKANO W;IBINTU,8010
UBWUBATSI BW'AMAZU,4100
UBUCURUZI BW'IBIKOMOKA KURI PETROL,4730
UBUREZI BW'IMYENDA,1313
UBUCURUZI BW'IMYENDA BURANGUZA,4641
GUKORA INSTALLATION Z'UMRIRO,2740
UBUVUZI BW'ABANA N'ABAKUZE,8610
UBWUBATSI BW'IMIHANDA N'AMAZU,4210
IMIRIMO YO MU RUGO,9700
GUTANGA(KUGURISHA SERVICE ZA COMMUNICATI,4741
KOZA IMODOKA,4520
IBIJYANYE NA IT,6209
GUSUBIZA MU BUZIMA BUSANZWE ANGABO,8422
IMIRIMO INYURANYE YO MU RUGO,9700
IMIRIMO YO MU RUGO,9700
URUGANDA RUKORA AMACARTO,1702
UBUCURUZI BURANGUZA,4663
IMIRIMO YO MU RUGO,9700
IMIRIMO YO MU RUGO,9700
UBUCURUZI BW'IMYENDA,1313
SERVICE ZA HOTEL,5510
UBUCURUZI BW'IMBUTO,4721
IMIRIMO YO MU RUGO,9700
KUDODA IMYENDA Y'ABAGORE,1313
GUCUMBIKIRA NO KUGABURIRA ABA CLIENT,5629
IMIRIMO YO MU RUGO,9700
COSMETICS,2023
SAVING LIFE,9900
CHILD PROTECTION,8790
IMIRIMO YO MU RUGO,9700
SERVICE BANC,6499
IMIRIMO YO MU RUGO,9700
IMIRIMO YO MU RUGO,9700
KWANDIKA IBITABO BY'AMASHULI,7410
TRADING IT,4651
UBWUBATSI BW'AMAZU,4100
UBUCURUZI BURANGUZA IBYO KURYA,4630
TRADE OF TIRES,4530
MEDICAL,8610
PAPER AND MACHINE,4741
IMIRIMO YO MU RUGO,9700
IMIRIMO YO MU RUGO,9700
GUCA IMANZA,6910
IBIKORESHO BY'UBWUBATSI,4663
HOTEL/SERVICES ZA HOTEL BAR AMACUMBI NA,5510
GUKANIKA IBINYABIZIGA,4520
KWIKORERA IMIZIGO,4922
GUKANIKA IBINYABIZIGA,4520
UBUCURUZI BW'AMAVUTA BUDANDAZA,9602
KURINDA UMUTEKANO W'IGIHUGU,8422
KURINDA UMUTEKANO,8010
GUTWARA ABAGENZI,4921
"IKIGO CYA LETA GISHINZWE MINES,PETROLE N",8411
IMIRIMO INYURANYE YO MURUGO,9700
UBUDOZI BW'IMYENDA,1313
TRANSPORT DES PASSAGERS,4921
UBUCURUZI BW'INYANYA BUDANDAZA,4799
IMIRIMO INYURANYE YO MU RUGO,9700
"KUGURISHA,BYUMA BY'IMODOKA",4662
GUPIGANIRA AMASOKO [DAO DRAFTING],7020
GUPIGANIRA AMASOKO[DAO DRAFTING],7020
UBWUBATSI BW'AMAZU,4100
KOGOSHA,9602
UBWIKOREZI BW'IMIZIGO,4922
UBUCURUZI BWA SERVICE Z'ITUMANAHO,6399
AMAHOTEL N'UBUKERA RUGENDO,7912
IMIRIMO YO MURUGO,9700
TRANSPORT KUBUTAKA,4921
UBUCURUZI[KURANGUZA N'UBUCONCO],4630
GUSANA ZA MUDASOBWA[REPARATION DE MACHIN,3312
KWAKIRA ABANTU SERVICE ZA HOTEL,5510
BAKORA IKINOBWA CYA KAMBUCA,1104
UBUCURUZI BW'IMYENDA ARADANDAZA,4641
KURANGA AMAZU,6820
UBUCURUZI BUDANDAZA(KUZUNGUZA),4799
GUCUNGA UMUTEKANO W'ABANTU N'IBINTU,8010
UBUCURUZI BW'IMYENDA BURANGUZA,4641
UBUCURUZI BWA PLANTE(KURANGUZA DETAILS),4669
UBUCURUZI BW'IMITI YA GAKONDO,4772
UBUCURUZI BW'IBIKORESHO BYO MU NZU,4649
UBWUBATSI BW'AMAZU,4100
UBUDOZI BW'IMYENDA,4641
UBUCURUZI BURANGUZA,4669
GUTUNGANYA IMISATSI Y'ABAGORE,9602
UBUCURUZI BWA RESTORA NA BAR,5610
IMIRIMO INYURANYE YO MU RUGO,9700
UBUCURUZI BW'IMYENDA BUDANDAZA,4641
UBWUBATSI BW'AMAZU Y'UBUCURUZI,4100
IMPORTS Y'IBINTU BITANDUKANYE,4630
IMIRIMO INYURANYE YO MU RUGO,9700
UBUVUZI,8610
UBUCURUZI BURANGUZA IBINTU BITANDUKANYE,4630
UBWUBATSI BW'AMAZU N'IMIHANDA,4210
UBWUBATSI BW'AMAZU N'IMIHANDA,4210
UBUCURUZI BW'IBYO KURYA NO KUNYWA,4630
UBUCURUZI BW'AMATA N'IBIYAKOMOKAHO,4630
IMIRIMO INYURANYE YO MU RUGO,9700
UBUVUZI,8610
UBUCURUZI BUDETAILLA IMYENDA N'INKWETO,4751
UBUCURUZI BWA TELEPHONE,4652
GRAPHIC DESIGNER LARGE FORMAT,7410
GUFURA IMYENDA,9601
UBWIBATSI,4100
KWIKORERA IMIZIGO,4921
UBWUBATSI,4100
RESTAURANT BAGACURUZA,5610
UBWUBATSI,4100
GUKORA GUCURUZA IMIGATI,1071
UBUURUZI BUDANDAZA,220
UBUCURUZI BUDANDAZA,220
KUBIKA NO KUGURIZA AMAFARANGA,6419
UBUJYANAMA KU IHUNGABANYA,8890
IMIRIMO YO MURUGO,9700
UBUCURUZI[UMURIRO],3510
KWITA KUMUTUNGO KAMERE,8411
IMIRIMO ITANDUKANYE YO MU RUGO,9700
GUTWARA ABANTU N'IMODOKA,4921
IMIRIMO YO MURUGO,9700
GUHA UBWIZA ABANTU,9602
IMIRIMO ITANDUKANYE YO MU RUGO,9700
KUBUNGABUNGA UMUTEKANO,8423
PATOSSERIE /UBWOKO BW'IMIGATI BUTANDUKAN,1071
IMIRIMO YO MURUGO,9700
UBUCURUZI BWA DETAIL,4711
UBUKANISHI BW'IBINYABIZIGA,4520
UBUCURUZI BW'ALIMENTATION,4630
UBUCURUZI BW'IBINYOBWA NIBIRIBWA,4630
UBUCURUZI BURANGUZA IBIKORESHO BYA PLAST,4719
UBUDOZI BW'IMYENDA,1313
UBUDOZI BW'IMYENDA,1313
GUTWARA ABANTU KURI MOTO,4921
BACURUZA VIN ZO MU BITOKI,4630
UBUCURUZI BUDANDAZA AMAKARA,220
CAFE-RESTO KWAKIRA UBUKWE,5610
IBIJYANYE N'AMASHANYARAZI,2740
IMIRIMO INYURANYE YO MU RUGO,9700
GUTWARA ABANTU GURUZA IBIKOMOKA KURIPETR,4921
UBUCURUZI BW'IKIGAGE NTABWO ARANGUZA,4630
BATERA IMYENDA IPASI YABACLIENTS,9601
KWOGOSHA IMISATSI,9602
GUKANIKA RADIO TV AMAPASI,9522
UBUCURUZI BUDANDAZA IMYENDA,4799
GUSHYIRA INDIRIMBO MU MACD FILM,7420
GUTWARA ABAGENZI,4921
UBUCURUZI BUDANDAZA IMBUTO,4620
UBUCURUZI BUDANDAZA IMBUTO,4620
UBUCURUZI BUDANDAZA,4782
UBUCURUZI BUDANDAZA IMYENDA,4782
UBUCURUZI BW'IMYENDA,4782
IMIRIMO YO MURUGO,9700
UBUCURUZI BWA ALIMENTATION,4630
UBUCURUZI BWUBUCONSHO,4711
KURINDA UMUTEKANO,8010
IMIRIMO YO MURUGO,9700
GUKORA IMIGATI  BOULANGERIE,1071
GUKORA IMIGATI BOULANGERIE,1071
GUCURUZA IMYENDA URANGUZA,4641
UBWIKOREZI BW'IMIZIGO,4922
UBUCURUZI BW'IMYENDA,4782
GUTANGA NO GUCURUZA M2U ZA MTN,4741
UBUCURUZI BUDANDAZA,4799
BACURUZA IMYENDA,4782
UBWIKOREZI BW'IMIZIGO,4922
GUTWARA ABAGENZI,4921
BAKORA MATELAS,2219
 ,9329
BAKINA IMIKINO YO KWISHIMISHA,9329
UBUCURUZI BOUTIQUE UBUCONSHO,4711
UBUCURUZI BUCIRIRITSE,4711
UBUCURUZI BUDANDAZA IMBOGA,4781
UBWUBATSI BW'AMAZU,4100
GUFOTORA,7420
UBUCURUZI BW'INKWETO,4641
UBUCURUZI BW'IMBUTO,4630
IMIRIMO YO MURUGO,9700
UBUCURUZI BUDANDAZA,4711
UBUCURUZI BW'INYAMA Z'INKA,4630
UBUCURUZI BW'INKWETO,4641
UBUCURUZI BW'IMBOGA,4630
GUKORA IMIGATI,1071
UBUDOZI BW'IMYENDA Y'ABAGORE,1313
 ,111
UBWUBATSI BW'AMAZU,4100
UBUDOZI BW'IMYENDA,1313
UBWUBATSI BW'AMAZU,4100
URUGANDA RUKORA IMIGATI,1071
UBUKANISHI,4520
UBUCURUZI BUDANDAZA,4799
IMIRIMO Y'URUGO,9700
IMIRIMO YO MU RUGO,9700
UBUREZI,8521
TRANSPORT(GUTWARA ABAGENZI),4921
"COMMISSIONNAIRE(KURANGA AMAZU,IBIBANZA",6820
IMIRIMO YO MU RUGO,9700
UBUCURUZI BUDANDAZA,4799
UBUCURUZI BUDANDAZA,4799
GUCUNGA UMUTEKANO,8010
IMIRIMO YO MU RUGO,9700
TRANSPORT KU BUTAKA,4921
UBUCURUZI BUDANDAZA,4781
BATANGA BOMBONNE(GAZ)KWA MUGANGA,8610
GUTWARA IBINTU KURI MOTO,4921
TRANSPORT,4921
UBUCURUZI BW'IMITI YA KINYARWANDA,4772
DECORATION,9609
TRANSPORT KU BUTAKA,4921
TRANSPORT,4921
IMIRIMO YO MU RUGO,9700
IMIRIMO YO MU RUGO,9700
UBUCURUZI BUDANDAZA,4799
UMUCURUZI,4620
BAKORA IMODOKA ZA PFUYE,4520
CONSULTANCE,7020
IMIRIMO YO MU RUGO,9700
IYOGEZABUTUMWA,9491
UBUCURUZI N'UBUDOZI BW'IMYENDA,4751
UBUCURUZI BWA DETAIL,4751
RENEWABLE,161
QUINCAILLERIE,4663
IMIRIMO YO MU RUGO,9700
IMIRIMO YO MU RUGO,9700
UBUCURUZI,4641
IMIRIMO YO MU RUGO,9700
IMIRIMO YO MU RUGO,9700
TRANSPORT,4921
IMIRIMO YO MU RUGO,9700
UMUTECHINICIEN UTUNGANYA ANTHENE,7912
IMIRIMO YO MU RUGO,9700
UBUCURUZI BW'IBINTU BITANDUKANYE,4630
CONSULTANCE,6920
IMIRIMO YO MU RUGO,9700
UBUCURUZI BW'IBITABO,4761
UBUCURUZI BW'INKWETO,4641
UBUVUZI BW'AMENYO,8610
IMIRIMO YO MU RUGO,9700
COMPTABLE,1622
GUKANIKA IMODOKA,4520
KUBAZA,1610
GUKORA MUZIKA,4762
UMUCURUZI,4711
BAKORA IMIGATI,1071
IMIRIMO YO MU RUGO,9700
AKABALI,4630
KWANDIKIRA ABANTU IBITABO,9101
UBUCURUZI BW'IMYENDA,4641
GUKORA IMODOKA,4520
GUKANIKA IMODOKA,4520
UBUSHOFERI,4921
KUBIKA NO KUBIKUZA,6419
GUCURUZA BIKORESHO BY'UBWUBATSI,4663
IMIRIMO YO MURUGO,9700
IMIRIMO YO MURUGO,9700
 ,4663
KOGOSHA NO GUTUNGANYA IMISATSI,9602
IMIRIMO YO MURUGO,9700
SERVICE ZA RESTAURENT,5610
UBUCURUZI BWA TELEPHONE BUDANDAZA,4652
 ,7912
TO FACILITATE FOREIGNES TOURING KIGALI,7912
GUCUNGA UMUTEKANO W'ABANTU N'IBINTU,8010
KOZA IMODOKA,4520
 ,4711
UBWUBATSI BW'AMAZU N'IMIHANDA,4100
IMIRIMO YO MU RUGO,9700
KWIGISHA IJAMBO RY'IMANA,9491
UBWUBATSI BW'AMAZI,4100
UBUDOZI BW'IMYENDA,1313
GUCURUZA AMAKARA,220
UBUCURUZI BW'AMAKARA,220
IMIRIMO Y'URUGO,9700
KWIGISHA MURI KAMINUZA,8530
STATION YA ESSANCE(ICURUZA ESSENCE),4661
KWIGISHA GUTWARA IMODOKA,8549
UBUVUZI,8610
KURINDA UMUTEKANO,8010
UBWUBATSI BW'AMAZU,4100
UBUCURUZI DETAIL,4782
GUTWARA ABANTU B'IMODOKA,4921
UBWUBATSI BW'AMAZU YO GUTURAMO,4100
KURINDA UBUSUGIRE BW'IGIHUGU,8422
IMIRIMO YO MURUGO,9700
INSTALLATION Y'AMASHANYARAZI,3510
GUFASHA ABANA  N'ABAGORE(VULNERABLE),9900
MU  RUGO,9700
UBUCURUZI BUDANDAZA,4722
UBUCURUZI BW'IBIKORESHO BY'UBWUBATSI,4663
GUCURUZA IMITI,4773
GUCURUZA IMITI,4773
IMIRIMO YO MU RUGO,9700
GUTEZA IMBERE ABATURAGE,9900
KWIGA IMISHINGA,7020
GUTANGA SERVICE ZA BANK,6419
GUCURUZA INZOGA,1104
KWIGISHA YOGA(SPORT),9321
IMIRIMO YO MURUGO,9700
UBWUBATSI,4100
KUGENZURA IMIRIMO IMWE NIMWE IFITIYE IGI,8411
IMIRIMO YO MU RUGO,9700
KUGURISHA IMITI,4772
KURINDA UMUTEKANO,8423
"LEGE,UBUREZI",8530
UBUCURUZI BW'IBYO KURYA,5610
SERVICE BANK,6419
"IMIRIMO YO MU RUGO,KURERA ABANA",9700
UBUCURUZI BUDANDAZA,4652
GUKORA IMIRIMO YO MU RUGO,9700
UBUCURUZI BW'IBIKORESHO BINYURANYE,4711
GUTANGA ITERNET,4741
ITUMANAHO,4741
IMIRIMO INYURANYE YO MU RUGO,9700
UBUVUZI,8610
UBUCURUZI BW'IBYO KUNYWA,5610
IMIRIMO YO MU RUGO,9700
GUCURUZA SERVICES ZA COMMUNICATION,4741
IMIRIMO YO MU RUGO,9700
ASSURANCE,6511
UBWITEGANYIRZI BW'ABAKOZI,6622
PRODUCTION Y'UMULIRO W\AMASHYANYARAZI,3510
KUBARURA CASH POWER,7120
UBWUBATSI BW'AMAZU YO GUTURAMO,4100
UBUDOZI BW'IMYENDA,1313
UBUCURUZI BUDANDAZA BW'UDUSEKE,4799
SONORISATION,9609
SERVICE Z'AMACUMBI RESTAURANT N'IBINYOBW,5510
UBUCURUZI BUDANDAZA BW'INKWETO,4751
SUPER MARKET BACURUZA IBINTU BITANDUKANY,4630
TRANSPORT Y'ABANTU,4921
GUHANIKA IMODOKA ZAPFUYE,4520
GUTWARA ABAGENZI,4921
GUKORA AMAMODOKA YAPFUYE,4520
GUTWARA ABAGENZI,4921
UBUCURUZI BUBANDA ZA BW'IMYENDA(UBUZUNGU,4799
UBWUBATSI BW'AMAZU,4100
UBWUBATSI BW'AMAZU YO GUTURAMO,4100
IMIRIMO INYURANYE YO MU RUGO,9700
UBUCURUZI BUDANDAZA IBYO KURYA NO KUNYWA,4711
BACURUZA IBIKORESHO KURI PETROLE,4661
GUTWARA ABANTU N'IMODOKA,4921
UBUCURUZI BUDANDAZA,4620
UBUCURUZI BUDANDAZA,4711
IMIRIMO YO MU RUGO,9700
IMIRIMO YO MURUGO,9700
IMIRIMO Y'UBUBANYI N'AMAHANGA,8421
UBUTWAZI BW'IMODOKA,4921
IMIRIMO YO MURUGO,9700
UBUCURUZI BW'URUGO,4711
GUTANGA  SERVICE Z'UBUYOBOZI MU NZEGO Z',8411
IMIRIMO YO  GUTUNGANYA IMISATSI,9602
IMIRIMO YO KUMESA,9700
UBWUBATSI,4100
GUTWARA ABANTU,4921
UBUCURUZI BW'IMBUTO,4630
IMIRIMO YO MURUGO,9700
UBUCURUZI BW'IMYEYO(IMIKUBUZO),4649
UBWUBATSI,4100
BACURUZA ININYOBWA /SERVICE Z'UTUBARE,4630
GUCUNGA UMUTEKANO,8010
UBUCURUZI BUDANDAZA MURI BUTIKE,4711
GUTWARA  ABANTU N'IBINTU MU KIRERE,5110
UBUCURUZI BURANGUZA IMYENDA INZU KUYINDI,4641
UBUCURUZI BWA ALIMENTATION,4630
UBUCURUZI BWA ALIMENTATION,4630
IMIRIMO YO MURUGO,9700
SERVICE Z'ITUMANAHO,4741
GUTWARA MOTO,4921
UBUCURUZI BW'IBINYOBWA N'INYAMA,4630
IMIRIMO YO MU RUGO,9700
UBWUBATSI,4100
UBUVUZI,8610
GUSIGA IRANGI KU MAZU,9609
ISUKU,8110
IMIRIMO YO MU RUGO,9700
IMIRIMO YO MU RUGO,9700
GUCUNGA UBUKUNGU BW'IGIHUGU,6419
ITUMANAHO,8010
IMIRIMO YO MU RUGO,9700
UBUKANISHI,4520
AKAZI KO MU KABARI,5610
IMIRIMO YO MU RUGO,9700
IVUGABUTUMWA,9491
COMMUNICATION,6399
UBUCURUZI BWO MU MUHANDA,4799
IMIRIMO Y'INZEGO Z'IBANZE,8411
ACCOUNTING,7020
IMIRIMO YO MU RUGO,9700
GUTWARA ABANTU N'IBINTU,4921
ISUKU,8129
UBUHINZI BW'IMBOGA,111
UBWOROZI,141
UBUVUZI BW'INDWARA MURI RUSANGE,8610
IMIRIMO YO MURUGO,9700
UBUVUZI BW'AMATUNGO,7500
UBWOROZI BW'AMATUNGO IMBWA N'INJANGWE,149
IMIRIMO YO MURUGO,9700
ABAFATANYABIKORWA BA LETA MUBINTU BITAND,9900
IMIRIMO YO MURUGO,9700
KWAKIRA ABANTU HOSPITALITE,5510
UBWUBATSI BW'AMAZU,4100
GUTWARA ABAKOZI,4921
UBUCURUZI,4641
GUKWIRAKWIZA UMURIRO MU RWANDA,3510
UBWUBATSI,4100
IMIRIMO Y'URUGO,9700
IMIRIMO Y'URUGO,9700
SERVICE ZIJYANYE NA MUDASOBWA,6201
GUKORA PROGRAM YA MUDASOBWA,6201
GUKORA PROGRAM ZA MUDASOBWA NA TELEPHONE,6201
UBUCURUZI BUDANDAZA,4711
IMIRIMO YO MURUGO,9700
UBUJYANAMA KU MATORERO YA ABAPROTESTANT,9491
UBUCURUZI,4641
UBUCURUZI,4641
UBUCURUZI DETAIL,1071
TRANSPORT KUBUTAKA,4921
UBWISHINGIZI BW'UBUZIMA,6511
URUGANDA RW'AMAVUTA N'IBINDI,2023
UBUCURUZI BWA DETAIL,4799
UBUREZI BW'IBANZE,8510
UBWUBATSI BW'AMAZU,4100
GUSUKA IMISATSI,9602
UBWISHINGIZI,6511
IBARURUSHAMIBARE,7120
IMIRIMO YO MU RUGO,9700
UBWUBATSI BW'AMAZU,4100
KOZA IMODOKA,4520
GUCUNGA UMUTEKANO,8010
UBUREZI MU MASHURI ABANZA,8510
IMIRIMO YO MU RUGO,9700
IMIRIMO YO MU RUGO,9700
UBUREZI,8550
KURINDA UMUTEKANO NUBUSUGIRE BW'IGIHUGU,8423
UBURUZI BW'AMATA,4630
GUTANGA SERVICE ZAMAHOTELI,5510
UBUDOZI BW'IMYENDA,1313
GUKORA IMIHANDA,4210
UBUCURUZI BW'IBIKORESHO BY'UBWUBATSI,4663
UBUDANDAZA BWA BOMBO NA BISCUIT,4799
IMIRIMO YO MURUGO,9700
IMIRIMO YO MURUGO,9700
UBUCURUZI BUDANDAZA,4781
IMIRIMO YO MURUGO,9700
GUTANGA SERVICE ZA HOTEL,5510
UBUCURUZI BUDANDAZA IBIRAYI,4781
UBUCURUZI BUDANDAZA IBIRAYI,4781
IMIRIMO YO MURUGO,9700
UBUCURUZI BW'IMODOKA,4510
IMIRIMO YO MURUGO,9700
UBWUBATSI,4100
UBUCURUZI,4722
IMIRIMO YO MU RUGO,9700
UMUFATANYA BIKORWA MU ITERAMBEERE,8411
UBUREZI,8510
UBUREZI NGIRO,8510
SERVICE ZA HOTEL,5510
KUGABURIRA ABANTU,5510
GUTANGA IBYEMEZO BYO KUBAKA,8411
SERVICE ZA RESTO,5510
IMIRIMO YO MU RUGO,9700
UBUREZI,8510
UBUREZI,8530
UBUKANISHI,4520
KUBAKA AMAZU,4100
ITANGAZAMAKURU,6110
UBWIKOREZI BWO MUKIRERE,5110
GUTUNGANYA SERVICES Z'UMURIRO,3510
SERVICES Z'UBUKERARUGENDO,9102
SPARE PARTS FOR VEHICLES,4662
KWAKIRA ABANTU BAKENERA SERVICE ZA HOTEL,5510
UBUREZI MURI KAMINUZA,8530
SOLOR ENERGY SAPLIES,3510
BACURUZA IBIRYO NIBINYOMBWA MURI HOTEL,5630
IMIRIMO YO MURUGO,9700
GUKORA NO KUGURISHA IMODOKA,4520
IMIRIMO YO  MURUGO,9700
IMIRIMO YO MURUGO,9700
GUKORA NO KUGURISHA IMODOKA,4520
GUKORA NO KUGURISHA IMODOKA,4520
GUFATA AMASHUSHO,7420
GUTWARA ABAGENZI,4921
SERVICES ZA RESTAURANT,5610
GUCUNGA UMUTEKANO,8020
UBUIREZI MU MASHURI,8521
GUTUNGANYA IMISATSI,9602
UBUCURUZI BW'IBIRIBWA MU IDUKA,4630
IMIRIMO YO MU RUGO,9700
UBWIKOREZI BWO MU KIRERE,5110
GUTANGA SERVICE ZA FARMACY,4772
UBUKERARUGENDO,7912
SERVICE ZA BAR RESTO,5610
SERVICE ZA BAR RESTO,5610
GUCUNGA UMUTEKANO,8010
SERVICE ZO GUCUNGA UMUTEKANO,8010
IYOGEZABUTUMWA,9491
UBWUBATSI BW'AMAZU YO KUBAMO,4100
IMIRIMO YO MU RUGO,9700
UBUKANISHI BW'AMAMODOKA,4520
KUDANDAZA BOUTIQUE,4711
IMIRIMO YO MURUGO,9700
UBUCURUZI BWA ME2U,6399
UBWUBATSI BW'AMAZU,4100
IMIRIMO YO MURUGO,9700
GUTUNGANYA IMISATSI Y'ABAGORE,9602
GUCURUZA IBINTU BITANDUKANYE,4711
GUCURUZA IBINTU BITANDUKANYE,4711
GUKINA TENIS,9000
KUGURISHA LOGICIEL,5820
GUSASA AMAKARO MU MAZI,4329
KODODA GUSHYIRA MODELE KU BITENGE,1313
IMIRIMO YO MURUGO,9700
GUCUNGA UMUTEKANO,8010
UBWIKOREZI BWUMUCANGA,4922
UBWIKOREZI BW'UMUCANGA,4922
GUFURA IMYENDA,9601
UBUKANISHI,4520
UBWIKOREZI BWIBINTU,4923
UBUCURUZI BWIBIRIBWA KUGATARO,4799
GUKORA IBINYABAZIGA,4520
UBUCURUZI BUDANDAZA AMAKARA,220
UBWIKOREZI BW'IMIZIGO,4922
UBUCURUZI BW'IBYUMA BY'IMODOKA,4530
IMIRIMO YO MURUGO,9700
IMIRIMO YO  MURUGO,9700
UBUVUGIZI MURI LETA,9900
IMIRIMO YO MURUGO,9700
KUBIKA NO KUBIKUZA,4741
UBUCURUZI BW'INKWETO,4641
UBUCURUZI  BW'INKWETO,4641
UBUCURUZI BW'INKWETO,4641
BOULANGERIE,1071
UBUCURUZI BW'IMIGATI,4630
UBUVUZI,8610
UBUCURUZI BUDANDAZA IMBAHO,4669
UBUHANZI BW'INDIRIMBO MANAGER,5920
BARAFOTORA BAGATUNGANYA AMAFOTO,7420
GUTWARA ABANTU N'IBINTU,4921
GUCURUZA PIECE Z'IMODOKA,4530
UBWUBATSI BW'AMAZU,4100
GUKORA AMASHANYARAZI,3510
UBUCURUZI BWA TEL,4652
IMIRIMO YO MURUGO,9700
GUSHISHIKARIZA GAHUNDA ZA LETA,8411
UBWOGOSHI BW'UMUSATSI,9602
UBWUBATSI BW'IBIKORWA REMEZO,4210
GUTANGA UBWISHINGIZI,6511
IMIRIMO YO MURUGO,9700
IMIRIMO YO MURUGO,9700
IMIRIMO YO MURUGO,9700
AKAZI KO MURUGO,9700
GUTUNGANYA IMISATSI,9602
IMIRIMO YO MURUGO,9700
GUKORA DESIGN NO GUFOTORA IMPAPURO,7420
AKAZI KO MURUGO,9700
AKAZI KO MURUGO,9700
UBUCURUZI BWAMBUKIRANYA IMIPAKA,4630
UBUSHINJACYAHA BUKURU BWA REPUBLIQUE,6910
INZEGO Z'IBANZE NYAKABANDA,8411
PRESIDENCE YA REPUBLIC Y'URWANDA,8411
SERVICES Z'AMAHOTEL,5510
IMIRIMO IJYANYE NA IMPRIMERIE,1811
GUKANIKA IMODOKA,4520
AKAZI KO MURUGO,9700
IMIRIMO YO MURUGO,9700
AKAZI KO MURUGO,9700
IKIGO GISHINZWE ITERAMBERE RY'IGIHUGU,8411
IMIRIMO YO MURUGO,9700
IMIRIMO YO MURUGO,9700
UBUVUZI,8610
AMASUKU KU MAZU,8121
SPORT IJYANYE N'UMUPIRA W'AMAGURU,9000
UBWUBATSI BW'AMAZU,4100
IMIRIMO YO MU RUGO,9700
IMIRIMO YO MURUGO,9700
GUCURUZA IMITI,4772
IMIRIMO YO MU RUGO,9700
KUGABURIRA ABANYESHURI,5610
KUBIKA IBINTU BIVUYE MU MAHANGA,6920
SERVICE ZA HOTEL,5510
IMIRIMO YO MU RUGO,9700
SPORT MU ISHAMI RY'UMUPIRA W'AMAGURU,9000
IMIRIMO YO MU RUGO,9700
IMIRIMO YO MU RUGO,9700
SERVICE ZA BANK,5610
KURINDA UMUTEKANO,8020
IMIRIMO YO MU RUGO,9700
UBUCURUZI BW'IMYENDA Y'ABANA,4751
KOGOSHA NO GUTUNGANYA IMISATSI,9602
UBUHINZI BUVANZE,150
UBUHINZI BUVANGAVANZE,9700
UBWUBATSI,4100
UBUHINZI BUVANGAVANZE,150
GUTANGA UMURIRO,3510
UBUHINZI BUVANZE,150
UBUHINZI BUVANGAVANZE,150
IMIRIMO YO MU RUGO,9700
UBUCURUZI BWA BUTIKE,4711
IMIRIMO Y'UBWUBATSI,4100
UBUCURUZI BWA BUTIKE,4711
UBUCURUZI BWA BUTIKE,4711
GUKORA IMIHANDA,4210
GUTWARA IMIZIGO,4922
IMIRIMO YO MU RUGO,9700
GUTABARA IMBABARE,9900
COMMISSION Y'AMATORA,8411
UBUCURUZI BW'IKIGAGE,4722
UBUSUDERI,1622
UBWOROZI,141
UBUCURUZI BUTANDUKANYE,4799
BATUNGANYA IMISATSI,9602
IKIGO CY'IMISORO N'AMAHORO,6920
UBUVUZI BW'ABANTU,8610
UBUCURUZI BWA GAZ,4661
IMIRIMO YO MURUGO,9700
UBWUBATSI BW'AMAZU,4100
UBUCURUZI BW'AMASAKA,4630
UBUHINZI BUVANZE,111
UBWUBATSI BW'AMAZU,4100
UBUCURUZI BW'AMABUYE,810
UBUCURUZI BW'AMASAKA YINITSE,4630
UBUREZI KU MASHURE ABANZA,8510
UBUHINZI BUVANGAVANZE,150
UBUDOZI,1313
UBUHINZI BUVANZE,150
UBUHINZI BUVANZE,150
